,Unnamed: 0,Student ID,Date of Birth,Registration Date,Faculty,Program,Education Level,Semester,Course code,Course name,Credits,Num Grade,Letter Grade
308,310,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),§.Semester: 2019 Spring,ARCH311,MATERIALS IN ARCHITECTURE,2|4,7.0,C+
309,311,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),§.Semester: 2019 Spring,ARCH356,LANDSCAPE DESIGN,2|4,7.0,C+
310,312,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH204,STRUCTURAL DESIGN I,6|12,8.0,B
311,313,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH203,BUILDING SERVICES I,2|4,8.0,B
312,314,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH204,STRUCTURAL DESIGN I,2|4,6.0,C
313,315,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH209,HISTORY OF ARCHITECTURE III,2|4,9.0,A-
314,316,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH216,INTRODUCTION TO CAD,2|4,8.0,B
315,317,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH100,INTRODUCTION TO ARCHITECTURAL DESIGN,3|6,7.0,C+
316,318,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH106,INTRODUCTION TO BUILDING TECHNOLOGY,3|6,7.0,B-
317,319,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH217,HISTORY OF ARCHITECTURE II,3|6,7.0,C+
318,320,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ECON101,ECONOMICS,3|6,8.0,B
319,321,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,MAN111,COMMUNICATION AND REPORTING,2|4,8.0,B+
320,322,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,TURK122,SPOKEN TURKISH II ,1|2,7.0,C+
321,323,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH403,MANAGEMENT IN ARCHITECTURE,2|4,,
322,324,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH406,FINAL DESIGN STUDIO,6|12,,
323,325,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH414,INTRODUCTION TO ISLAMIC ARCHITECTURE,2|4,,
324,326,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,NS111,UNDERSTANDING NATURE AND KNOWLEDGE,1.5|3,,
325,327,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH202,ARCHITECTURAL DESIGN STUDIO II,6|12,,T
326,328,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH208,ARCHITECTURAL COMMUNICATION,3|6,,T
327,329,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH312,BUILDING CONSTRUCTION,2|4,,T
328,330,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH376,HISTORY OF ART,2|4,,T
329,331,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH-FE,FREE ELECTIVE,3|6,,T
330,333,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Fall,ARCH109,BASIC DESIGN COMMUNICATION II,1.5|3,8.0,B
331,334,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Fall,ARCH302,URBAN DESIGN AND PLANNING,3|6,6.0,C
332,335,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Fall,ARCH303,ARCHITECTURAL DESIGN STUDIO III,6|12,6.0,C
333,336,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Fall,ARCH372,COMPOSITIONS IN ARCHITECTURE,2|4,9.0,
334,337,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Fall,ARCH402,CONTEMPORARY ARCHITECTURAL THEORY,2|4,6.0,C
335,338,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ARCH101,BASIC DESIGN COMMUNICATION,3|6,9.0,A-
336,339,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ARCH102,HISTORY OF ARCHITECTURE I,3|6,9.0,A-
337,340,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ENG111,FRESHMAN ENGLISH,2|4,10.0,A
338,341,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,MATH101,CALCULUS I,3|6,9.0,A-
339,342,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,SPS103,LAW AND ETHICS,3|6,10.0,A
340,343,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,TURK121,SPOKEN TURKISH I  ,1|2,9.0,A-
341,344,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH353,SELF STUDY DESIGN PROJECT,2|4,7.0,B-
342,345,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH380,WORK PLACEMENT/INTERNSHIP,3|6,,S
343,346,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH401,ARCHITECTURAL HERITAGE CONSERVATION,2|4,9.0,A-
344,347,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH405,ARCHITECTURAL DESIGN STUDIO V,6|12,8.0,B+
345,348,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH408,BUILDING PHYSICS,2|4,8.0,B+
346,349,160302033,1997-06-14,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,PSY422,TRAUMA PSYCHOLOGY,3|6,8.0,B
347,350,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH-FE,FREE ELECTIVE,3|6,,T
348,351,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCHPE1,PROGRAM ELECTIVE 1,2|4,,T
349,353,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,ARCH302,URBAN DESIGN AND PLANNING,3|6,10.0,A
350,354,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,ARCH303,ARCHITECTURAL DESIGN STUDIO III,6|12,9.0,A-
351,355,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,ARCH312,BUILDING CONSTRUCTION,2|4,9.0,A-
352,356,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,ARCH372,COMPOSITIONS IN ARCHITECTURE,2|4,10.0,A
353,357,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,ARCH376,HISTORY OF ART,2|4,9.0,A-
354,358,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ARCH101,BASIC DESIGN COMMUNICATION,3|6,10.0,A
355,359,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ARCH102,HISTORY OF ARCHITECTURE I,3|6,10.0,A
356,360,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ENG111,FRESHMAN ENGLISH,2|4,10.0,A
357,361,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,MATH101,CALCULUS I,3|6,10.0,A
358,362,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,SPS103,LAW AND ETHICS,3|6,10.0,A
359,363,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,TURK121,SPOKEN TURKISH I  ,1|2,10.0,A
360,364,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH204,STRUCTURAL DESIGN I,6|12,9.0,A-
361,365,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH203,BUILDING SERVICES I,2|4,10.0,A
362,366,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH204,STRUCTURAL DESIGN I,2|4,10.0,A
363,367,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,ARCH216,INTRODUCTION TO CAD,2|4,10.0,A
364,368,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,VA403,3D DESIGN I,3|6,9.0,A-
365,369,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH304,ARCHITECTURAL DESIGN STUDIO IV,6|12,,T
366,370,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH401,ARCHITECTURAL HERITAGE CONSERVATION,2|4,,T
367,371,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),Unknown,ARCH402,CONTEMPORARY ARCHITECTURAL THEORY,2|4,,T
368,372,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH100,INTRODUCTION TO ARCHITECTURAL DESIGN,3|6,9.0,A-
369,373,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH106,INTRODUCTION TO BUILDING TECHNOLOGY,3|6,10.0,A
370,374,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ARCH217,HISTORY OF ARCHITECTURE II,3|6,9.0,A-
371,375,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ECON101,ECONOMICS,3|6,9.0,A-
372,376,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,MAN111,COMMUNICATION AND REPORTING,2|4,10.0,A
373,377,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,TURK122,SPOKEN TURKISH II ,1|2,10.0,A
374,378,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH307,SUSTAINABLE DESIGN,2|4,,
375,379,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH311,MATERIALS IN ARCHITECTURE,2|4,,
376,380,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH403,MANAGEMENT IN ARCHITECTURE,2|4,,
377,381,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),7.Semester: 2020 Spring,ARCH406,FINAL DESIGN STUDIO,6|12,,
378,382,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,ARCH202,ARCHITECTURAL DESIGN STUDIO II,6|12,8.0,B+
379,383,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,ARCH208,ARCHITECTURAL COMMUNICATION,3|6,8.0,B
380,384,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,ARCH209,HISTORY OF ARCHITECTURE III,2|4,10.0,A
381,385,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,ARCH210,STRUCTURAL DESIGN II,2|4,9.0,
382,386,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,ARCH211,BUILDING SERVICES II,2|4,10.0,A
383,387,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH108,INTRODUCTION TO ARCHITECTURAL DESIGN II,3|6,10.0,A
384,388,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH353,SELF STUDY DESIGN PROJECT,2|4,9.0,A-
385,389,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH354,NEW DESIGN IN OLD SETTINGS,2|4,10.0,A
386,390,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH380,WORK PLACEMENT/INTERNSHIP,3|6,,S
387,391,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH405,ARCHITECTURAL DESIGN STUDIO V,6|12,9.0,A-
388,392,160302034,1997-08-08,2016-09-26,Faculty of Engineering and Natural Sciences,Architecture (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Fall,ARCH408,BUILDING PHYSICS,2|4,10.0,A
389,393,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,CS305,PROGRAMMING LANGUAGES,3|6,7.0,C+
390,394,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,MATH201,LINEAR ALGEBRA,3|6,6.0,C
391,395,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,MATH204,DISCRETE MATHEMATICS,3|6,7.0,B-
392,396,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,NS102,PHYSICS,3|6,6.0,C
393,397,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),3.Semester: 2017 Fall,SE211,SOFTWARE CONSTRUCTION,3|6,7.0,B-
394,398,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,CS310,HUMAN COMPUTER INTERACTION,3|6,,
395,399,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,CS370,WORK PLACEMENT/INTERNSHIP,3|6,,S
396,400,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,ENS203,ELECTRICAL CIRCUITS I,3|6,,
397,401,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,ENS490,GRADUATION PROJECT(SENIOR STANDING),3|6,,
398,402,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,MATH209,DISCRETE MATHEMATICS II,3|6,,
399,403,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),8.Semester: 2020 Spring,PSY303,PERSONALITY PSYCHOLOGY,3|6,,
400,404,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,CS304,COMPUTER ARCHITECTURE,3|6,7.0,B-
401,405,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,CS306,DATABASE MANAGEMENT,3|6,7.0,B-
402,406,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,EE325,EMBEDDED SYSTEMS,3|6,,W
403,407,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,MATH205,NUMERICAL ANALYSIS,3|6,7.0,C+
404,408,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),4.Semester: 2018 Spring,SE308,COMMUNICATION SYSTEMS AND NETWORKS,3|6,6.0,C
405,409,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,CS105,ADVANCED PROGRAMMING,3|6,9.0,A-
406,410,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,ECON101,ECONOMICS,3|6,9.0,A-
407,411,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,MAN111,COMMUNICATION AND REPORTING,2|4,8.0,B+
408,412,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,MATH102,CALCULUS II,3|6,9.0,A-
409,413,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,MATH203,INTRODUCTION TO PROBABILITY AND STATISTICS,3|6,10.0,A
410,414,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),2.Semester: 2017 Spring,TURK122,SPOKEN TURKISH II ,1|2,10.0,A
411,415,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Spring,CS308,SOFTWARE ENGINEERING,3|6,7.0,C+
412,416,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Spring,CS416,CRYPTOGRAPHY,3|6,6.0,C
413,417,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Spring,EE325,EMBEDDED SYSTEMS,3|6,7.0,C+
414,418,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Spring,ENS221,INTRODUCTION TO ENGINEERING,3|6,8.0,B+
415,419,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),6.Semester: 2019 Spring,SE406,SOFTWARE ENGINEERING MANAGEMENT,3|6,8.0,B
416,420,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,CS103,INTRODUCTION TO PROGRAMMING,3|6,7.0,B-
417,421,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,ENG111,FRESHMAN ENGLISH,2|4,9.0,A-
418,422,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,HUM101,SCIENCE AND TECHNOLOGY,3|6,9.0,A-
419,423,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,MATH101,CALCULUS I,3|6,10.0,A
420,424,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,SPS103,LAW AND ETHICS,3|6,10.0,A
421,425,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),1.Semester: 2016 Fall,TURK121,SPOKEN TURKISH I  ,1|2,10.0,A
422,426,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,CS313,THEORY OF COMPUTATION,3|6,6.0,C
423,427,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,CS370,WORK PLACEMENT/INTERNSHIP,3|6,5.0,IP
424,428,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,CS414,COMPUTER VISION,3|6,6.0,C
425,429,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,CS420,NETWORK PROGRAMMING,3|6,6.0,C
426,430,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,IE408,PROJECT MANAGEMENT,3|6,6.0,C
427,431,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),7.Semester: 2019 Fall,SE322,SOFTWARE REQUIREMENTS ANALYSIS,3|6,8.0,B+
428,432,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,CS302,ALGORITHMS AND DATA STRUCTURES,3|6,8.0,B+
429,433,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,CS303,DIGITAL DESIGN,3|6,6.0,C
430,434,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,CS307,OPERATING SYSTEMS,3|6,7.0,C+
431,435,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,CS412,WEB APPLICATION DEVELOPMENT,3|6,8.0,B
432,436,160302036,1995-05-07,2016-09-26,Faculty of Engineering and Natural Sciences,Computer Sciences and Engineering (Bachelor),I Cycle (Bachelor),5.Semester: 2018 Fall,MATH202,DIFFERENTIAL EQUATIONS,3|6,6.0,C
